Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,89348,2023-03-10,-0.048058388,-0.032256189,-0.030337049,21,100
Market-Adjusted Model,89349,2023-03-10,-0.104823755,-0.061803985,-0.087102415,21,100
Market-Adjusted Model,89353,2023-03-10,-0.189842874,-0.187719983,-0.172121535,21,100
Market-Adjusted Model,89358,2023-03-10,-0.031539874,-0.014897396,-0.013818534,21,100
Market-Adjusted Model,89369,2023-03-10,-0.231884017,-0.23618474,-0.214162677,21,100
Market-Adjusted Model,89372,2023-03-10,-0.052943466,-0.036398117,-0.035222127,21,100
Market-Adjusted Model,89382,2023-03-10,0.0627531991,0.0806265576,0.0804745387,21,100
Market-Adjusted Model,89387,2023-03-10,-0.041322312,-0.021163731,-0.023600972,21,100
Market-Adjusted Model,89393,2023-03-10,0.0146455093,0.0390133567,0.0323668489,21,100
Market-Adjusted Model,89394,2023-03-10,-0.058482407,-0.036613575,-0.040761068,21,100
Market-Adjusted Model,89395,2023-03-10,-0.274441591,-0.289285712,-0.256720251,21,100
Market-Adjusted Model,89397,2023-03-10,-0.041423297,-0.022346716,-0.023701957,21,100
Market-Adjusted Model,89403,2023-03-10,-0.119140559,-0.105784664,-0.101419219,21,100
Market-Adjusted Model,89406,2023-03-10,-0.110284956,-0.094108596,-0.092563616,21,100
Market-Adjusted Model,89411,2023-03-10,-0.173070778,-0.137151118,-0.155349439,21,100
Market-Adjusted Model,89413,2023-03-10,-0.230664806,-0.238582533,-0.212943466,21,100
Market-Adjusted Model,89416,2023-03-10,-0.114732567,-0.099209858,-0.097011227,21,100
Market-Adjusted Model,89425,2023-03-10,-0.1456583,-0.133774179,-0.12793696,21,100
Market-Adjusted Model,89428,2023-03-10,-0.08771595,-0.0716965,-0.069994611,21,100
Market-Adjusted Model,89429,2023-03-10,-0.101571882,-0.088228755,-0.083850543,21,100
Market-Adjusted Model,89436,2023-03-10,-0.00302201,0.0142502632,0.01469933,21,100
Market-Adjusted Model,89437,2023-03-10,-0.017651424,-0.001027754,0.000069916,21,100
Market-Adjusted Model,89438,2023-03-10,-0.014377787,0.002422909,0.003343553,21,100
Market-Adjusted Model,89443,2023-03-10,-0.133437216,-0.111926052,-0.115715876,21,100
Market-Adjusted Model,89444,2023-03-10,0.0430786902,0.0594036993,0.0608000299,21,100
Market-Adjusted Model,89447,2023-03-10,-0.200550426,-0.165611218,-0.182829086,21,100
Market-Adjusted Model,89449,2023-03-10,-0.183486211,-0.180595217,-0.165764872,21,100
Market-Adjusted Model,89453,2023-03-10,0.5101603295,0.4733956915,0.5278816691,21,100
Market-Adjusted Model,89455,2023-03-10,-0.084973186,-0.069802794,-0.067251846,21,100
Market-Adjusted Model,89456,2023-03-10,-0.075819704,-0.043387184,-0.058098364,21,100
Market-Adjusted Model,89459,2023-03-10,-0.008216918,0.0086156819,0.0095044219,21,100
Market-Adjusted Model,89462,2023-03-10,-0.073342119,-0.056674948,-0.055620779,21,100
Market-Adjusted Model,89467,2023-03-10,0.0300798443,0.0464453986,0.0478011839,21,100
Market-Adjusted Model,89468,2023-03-10,0.0470761127,0.0642396346,0.0647974523,21,100
Market-Adjusted Model,89469,2023-03-10,0.0437616232,0.0600761423,0.0614829628,21,100
Market-Adjusted Model,89470,2023-03-10,0.0194302202,0.0358681743,0.0371515598,21,100
Market-Adjusted Model,89475,2023-03-10,0.0890084683,0.1044644234,0.1067298079,21,100
Market-Adjusted Model,89482,2023-03-10,-0.289147215,-0.307934229,-0.271425875,21,100
Market-Adjusted Model,89489,2023-03-10,0.0085936395,0.0253618576,0.0263149791,21,100
Market-Adjusted Model,89490,2023-03-10,0.028406596,0.0456495843,0.0461279356,21,100
Market-Adjusted Model,89491,2023-03-10,0.0171566936,0.0339970641,0.0348780333,21,100
Market-Adjusted Model,89492,2023-03-10,-0.091505459,-0.076382803,-0.07378412,21,100
Market-Adjusted Model,89505,2023-03-10,-0.17080743,-0.149636069,-0.15308609,21,100
Market-Adjusted Model,89506,2023-03-10,-0.019717566,0.0023382481,-0.001996227,21,100
Market-Adjusted Model,89508,2023-03-10,-0.16394157,-0.15463141,-0.14622023,21,100
Market-Adjusted Model,89511,2023-03-10,0.0202938209,0.0373465932,0.0380151605,21,100
Market-Adjusted Model,89512,2023-03-10,0.0141176656,0.0314479815,0.0318390052,21,100
Market-Adjusted Model,89513,2023-03-10,0.0192507056,0.0359827239,0.0369720452,21,100
Market-Adjusted Model,89516,2023-03-10,0.0087872764,0.0254918586,0.026508616,21,100
Market-Adjusted Model,89517,2023-03-10,-0.16320871,-0.156405681,-0.145487371,21,100
Market-Adjusted Model,89525,2023-03-10,-0.046962072,-0.030126421,-0.029240732,21,100
Market-Adjusted Model,89533,2023-03-10,0.0069917317,0.0272068489,0.0247130713,21,100
Market-Adjusted Model,89534,2023-03-10,-0.013529203,0.0033470844,0.0041921365,21,100
Market-Adjusted Model,89540,2023-03-10,0.0723577556,0.0943651701,0.0900790953,21,100
Market-Adjusted Model,89543,2023-03-10,-0.030560437,-0.012367447,-0.012839098,21,100
Market-Adjusted Model,89545,2023-03-10,-0.01412535,0.0048981511,0.0035959897,21,100
Market-Adjusted Model,89546,2023-03-10,-0.104831408,-0.089345158,-0.087110068,21,100
Market-Adjusted Model,89547,2023-03-10,-0.038560522,-0.014905412,-0.020839183,21,100
Market-Adjusted Model,89550,2023-03-10,-0.005859305,0.0116481527,0.0118620341,21,100
Market-Adjusted Model,89551,2023-03-10,-0.024718396,-0.007433224,-0.006997056,21,100
Market-Adjusted Model,89553,2023-03-10,-0.008718544,0.0082726198,0.0090027954,21,100
Market-Adjusted Model,89562,2023-03-10,-0.047023539,-0.029859893,-0.029302199,21,100
Market-Adjusted Model,89570,2023-03-10,0.0358565402,0.064125214,0.0535778798,21,100
Market-Adjusted Model,89572,2023-03-10,-0.099968935,-0.084694207,-0.082247595,21,100
Market-Adjusted Model,89573,2023-03-10,-0.121785547,-0.107699712,-0.104064207,21,100
Market-Adjusted Model,89574,2023-03-10,-0.014654749,0.0042087021,0.0030665902,21,100
Market-Adjusted Model,89575,2023-03-10,-0.077183474,-0.059198911,-0.059462135,21,100
Market-Adjusted Model,89576,2023-03-10,-0.045905122,0.0036250365,-0.028183782,21,100
Market-Adjusted Model,89597,2023-03-10,-0.072327049,-0.056359216,-0.05460571,21,100
Market-Adjusted Model,89598,2023-03-10,-0.105755816,-0.092602212,-0.088034476,21,100
Market-Adjusted Model,89600,2023-03-10,-0.026136135,-0.009796061,-0.008414796,21,100
Market-Adjusted Model,89602,2023-03-10,0.0062649494,0.0230263193,0.023986289,21,100
Market-Adjusted Model,89603,2023-03-10,0.0023007348,0.019088939,0.0200220744,21,100
Market-Adjusted Model,89606,2023-03-10,0.0244761624,0.0472829946,0.042197502,21,100
Market-Adjusted Model,89611,2023-03-10,-0.130137021,-0.115846822,-0.112415681,21,100
Market-Adjusted Model,89617,2023-03-10,-0.030151257,-0.010624596,-0.012429917,21,100
Market-Adjusted Model,89618,2023-03-10,-0.114583388,-0.100886243,-0.096862048,21,100
Market-Adjusted Model,89626,2023-03-10,-0.012893202,0.0059420299,0.0048281378,21,100
Market-Adjusted Model,89629,2023-03-10,-0.003965863,0.0127763712,0.0137554769,21,100
Market-Adjusted Model,89630,2023-03-10,0.1473213959,0.1661757103,0.1650427356,21,100
Market-Adjusted Model,89635,2023-03-10,-0.063970278,-0.047212888,-0.046248939,21,100
Market-Adjusted Model,89637,2023-03-10,-0.188435579,-0.184078078,-0.170714239,21,100
Market-Adjusted Model,89641,2023-03-10,-0.070739228,-0.053857339,-0.053017888,21,100
Market-Adjusted Model,89643,2023-03-10,0.01911983,0.0405021159,0.0368411696,21,100
Market-Adjusted Model,89648,2023-03-10,0.1744325039,0.1870752976,0.1921538435,21,100
Market-Adjusted Model,89649,2023-03-10,-0.182190979,-0.176590924,-0.164469639,21,100
Market-Adjusted Model,89653,2023-03-10,-0.165384572,-0.157313476,-0.147663232,21,100
Market-Adjusted Model,89655,2023-03-10,0.025225726,0.0448819067,0.0429470656,21,100
Market-Adjusted Model,89688,2023-03-10,-0.062855667,-0.046981296,-0.045134327,21,100
Market-Adjusted Model,89690,2023-03-10,-0.021972732,-0.003082608,-0.004251392,21,100
Market-Adjusted Model,89692,2023-03-10,0.1982230438,0.206855224,0.2159443834,21,100
Market-Adjusted Model,89695,2023-03-10,-0.098360658,-0.083842904,-0.080639318,21,100
Market-Adjusted Model,89698,2023-03-10,-0.194921623,-0.195567869,-0.177200284,21,100
Market-Adjusted Model,89704,2023-03-10,-0.061233456,-0.043624879,-0.043512116,21,100
Market-Adjusted Model,89707,2023-03-10,-0.137641403,-0.127512186,-0.119920063,21,100
Market-Adjusted Model,89708,2023-03-10,-0.176623669,-0.173888067,-0.158902329,21,100
Market-Adjusted Model,89726,2023-03-10,-0.086768224,-0.072117609,-0.069046885,21,100
Market-Adjusted Model,89728,2023-03-10,-0.164812949,-0.153904274,-0.147091609,21,100
Market-Adjusted Model,89730,2023-03-10,-0.013016901,0.0048012418,0.0047044391,21,100
Market-Adjusted Model,89731,2023-03-10,0.0626822613,0.0797144552,0.0804036009,21,100
Market-Adjusted Model,89733,2023-03-10,-0.052580702,-0.035053256,-0.034859362,21,100
Market-Adjusted Model,89736,2023-03-10,-0.218693493,-0.214034009,-0.200972154,21,100
Market-Adjusted Model,89741,2023-03-10,-0.145922084,-0.129271821,-0.128200745,21,100
Market-Adjusted Model,89744,2023-03-10,-0.10596045,-0.092156294,-0.08823911,21,100
Market-Adjusted Model,89745,2023-03-10,-0.029628554,-0.012239418,-0.011907215,21,100
Market-Adjusted Model,89746,2023-03-10,-0.033893832,-0.016195164,-0.016172493,21,100
Market-Adjusted Model,89748,2023-03-10,-0.036944038,-0.019446199,-0.019222698,21,100
Market-Adjusted Model,89753,2023-03-10,-0.031167945,-0.010935506,-0.013446605,21,100
Market-Adjusted Model,89756,2023-03-10,-0.222614805,-0.200014282,-0.204893465,21,100
Market-Adjusted Model,89764,2023-03-10,-0.07653235,-0.061419044,-0.058811011,21,100
Market-Adjusted Model,89766,2023-03-10,-0.072892357,-0.05573459,-0.055171017,21,100
Market-Adjusted Model,89773,2023-03-10,-0.046156928,-0.029336125,-0.028435589,21,100
Market-Adjusted Model,89777,2023-03-10,-0.056470464,-0.040750188,-0.038749124,21,100
Market-Adjusted Model,89778,2023-03-10,0.0394840723,0.0558401883,0.0572054119,21,100
Market-Adjusted Model,89780,2023-03-10,-0.033486929,-0.016092969,-0.015765589,21,100
Market-Adjusted Model,89781,2023-03-10,-0.088426575,-0.0739484,-0.070705235,21,100
Market-Adjusted Model,89783,2023-03-10,0.0056235871,0.0223328394,0.0233449267,21,100
Market-Adjusted Model,89784,2023-03-10,-0.105178156,-0.08951992,-0.087456816,21,100
Market-Adjusted Model,89786,2023-03-10,0.0125528044,0.0295940512,0.0302741441,21,100
Market-Adjusted Model,89788,2023-03-10,-0.011234053,0.0069570947,0.0064872869,21,100
Market-Adjusted Model,89789,2023-03-10,-0.138651323,-0.126109389,-0.120929983,21,100
Market-Adjusted Model,89790,2023-03-10,-0.355828251,-0.398710907,-0.338106911,21,100
Market-Adjusted Model,89792,2023-03-10,0.0481027629,0.0660990917,0.0658241025,21,100
Market-Adjusted Model,89800,2023-03-10,-0.072386081,-0.055983446,-0.054664742,21,100
Market-Adjusted Model,89803,2023-03-10,-0.49725775,-0.648795257,-0.47953641,21,100
Market-Adjusted Model,89807,2023-03-10,-0.029917885,-0.012916031,-0.012196545,21,100
Market-Adjusted Model,89808,2023-03-10,-0.165564604,-0.159896468,-0.147843264,21,100
Market-Adjusted Model,89809,2023-03-10,-0.028634217,-0.011703064,-0.010912878,21,100
Market-Adjusted Model,89810,2023-03-10,0.041679197,0.060621355,0.0594005366,21,100
Market-Adjusted Model,89812,2023-03-10,-0.063377941,-0.047200502,-0.045656601,21,100
Market-Adjusted Model,89814,2023-03-10,-0.044033185,-0.026901045,-0.026311845,21,100
Market-Adjusted Model,89823,2023-03-10,-0.171760279,-0.164214908,-0.154038939,21,100
Market-Adjusted Model,89824,2023-03-10,-0.213122595,-0.206572097,-0.195401256,21,100
Market-Adjusted Model,89826,2023-03-10,-0.235644518,-0.22505255,-0.217923179,21,100
Market-Adjusted Model,89828,2023-03-10,-0.12415509,-0.108150733,-0.106433751,21,100
Market-Adjusted Model,89833,2023-03-10,-0.001324538,0.0189593997,0.0163968021,21,100
Market-Adjusted Model,89841,2023-03-10,-0.16456639,-0.154625985,-0.146845051,21,100
Market-Adjusted Model,89842,2023-03-10,-0.076251436,-0.061210643,-0.058530096,21,100
Market-Adjusted Model,89848,2023-03-10,0.0277672753,0.0442034886,0.045488615,21,100
Market-Adjusted Model,89854,2023-03-10,-0.108162624,-0.093410784,-0.090441285,21,100
Market-Adjusted Model,89855,2023-03-10,0.0197876413,0.0366017718,0.0375089809,21,100
Market-Adjusted Model,89856,2023-03-10,-0.110487537,-0.097514959,-0.092766197,21,100
Market-Adjusted Model,89857,2023-03-10,-0.078587638,-0.056821231,-0.060866298,21,100
Market-Adjusted Model,89858,2023-03-10,-0.121765627,-0.10922173,-0.104044287,21,100
Market-Adjusted Model,89866,2023-03-10,-0.039310462,-0.021142275,-0.021589123,21,100
Market-Adjusted Model,89869,2023-03-10,0.0238153001,0.0415715138,0.0415366397,21,100
Market-Adjusted Model,89875,2023-03-10,-0.087578857,-0.070497714,-0.069857518,21,100
Market-Adjusted Model,89876,2023-03-10,-0.041877226,-0.024935692,-0.024155887,21,100
Market-Adjusted Model,89879,2023-03-10,-0.037198405,-0.020165786,-0.019477066,21,100
Market-Adjusted Model,89880,2023-03-10,-0.054375902,-0.037711327,-0.036654562,21,100
Market-Adjusted Model,89881,2023-03-10,-0.143037159,-0.134805601,-0.125315819,21,100
Market-Adjusted Model,89882,2023-03-10,-0.009587364,0.0072603574,0.0081339754,21,100
Market-Adjusted Model,89889,2023-03-10,-0.021956547,0.0272951361,-0.004235208,21,100
Market-Adjusted Model,89891,2023-03-10,-0.026666629,0.0306085143,-0.008945289,21,100
Market-Adjusted Model,89892,2023-03-10,-0.05384805,-0.037402854,-0.03612671,21,100
Market-Adjusted Model,89893,2023-03-10,-0.067412323,-0.051611484,-0.049690984,21,100
Market-Adjusted Model,89895,2023-03-10,-0.072494566,-0.056898434,-0.054773226,21,100
Market-Adjusted Model,89897,2023-03-10,-0.002402916,0.0142939531,0.0153184233,21,100
Market-Adjusted Model,89898,2023-03-10,0.0352564577,0.0699775294,0.0529777973,21,100
Market-Adjusted Model,89900,2023-03-10,-0.062838473,-0.04637735,-0.045117133,21,100
Market-Adjusted Model,89908,2023-03-10,-0.300591719,-0.317068395,-0.28287038,21,100
Market-Adjusted Model,89915,2023-03-10,-0.146190031,-0.137834598,-0.128468692,21,100
Market-Adjusted Model,89916,2023-03-10,-0.18574403,-0.18409356,-0.16802269,21,100
Market-Adjusted Model,89921,2023-03-10,-0.104269081,-0.08844587,-0.086547741,21,100
Market-Adjusted Model,89922,2023-03-10,-0.23967464,-0.251049433,-0.2219533,21,100
Market-Adjusted Model,89925,2023-03-10,-0.260948867,-0.279060452,-0.243227527,21,100
Market-Adjusted Model,89927,2023-03-10,-0.001653736,0.0240875005,0.0160676037,21,100
Market-Adjusted Model,89935,2023-03-10,-5.167426E-9,0.0398155505,0.0177213344,21,100
Market-Adjusted Model,89941,2023-03-10,0.0340000094,0.0632690725,0.051721349,21,100
Market-Adjusted Model,89942,2023-03-10,-0.017857208,0.0005486937,-0.000135868,21,100
Market-Adjusted Model,89946,2023-03-10,-0.148710581,-0.132791311,-0.130989242,21,100
Market-Adjusted Model,89948,2023-03-10,-0.033487874,-0.015117392,-0.015766535,21,100
Market-Adjusted Model,89952,2023-03-10,-0.19875427,-0.198561774,-0.18103293,21,100
Market-Adjusted Model,89959,2023-03-10,0.0246130831,0.0413326404,0.0423344227,21,100
Market-Adjusted Model,89960,2023-03-10,-0.247378843,-0.251857112,-0.229657503,21,100
Market-Adjusted Model,89964,2023-03-10,-0.051794122,-0.035005809,-0.034072782,21,100
Market-Adjusted Model,89965,2023-03-10,0.0812274063,0.1004623196,0.0989487459,21,100
Market-Adjusted Model,89968,2023-03-10,-0.09425311,-0.074228511,-0.07653177,21,100
Market-Adjusted Model,89970,2023-03-10,-0.075352779,-0.059893143,-0.05763144,21,100
Market-Adjusted Model,89971,2023-03-10,-0.123051887,-0.110484308,-0.105330547,21,100
Market-Adjusted Model,89973,2023-03-10,-0.12924279,-0.109182855,-0.11152145,21,100
Market-Adjusted Model,89976,2023-03-10,0.1420233552,0.1549318857,0.1597446948,21,100
Market-Adjusted Model,89984,2023-03-10,-0.043636939,-0.026571773,-0.025915599,21,100
Market-Adjusted Model,89986,2023-03-10,-0.280701743,-0.289336896,-0.262980404,21,100
Market-Adjusted Model,89988,2023-03-10,-0.01984774,-0.002146173,-0.0021264,21,100
Market-Adjusted Model,89992,2023-03-10,-0.033839707,-0.016083711,-0.016118367,21,100
Market-Adjusted Model,89993,2023-03-10,-0.001252313,0.015883851,0.016469027,21,100
Market-Adjusted Model,89994,2023-03-10,-0.136282105,-0.125050082,-0.118560765,21,100
Market-Adjusted Model,89995,2023-03-10,-0.022827712,-0.005556779,-0.005106372,21,100
Market-Adjusted Model,89996,2023-03-10,0.043574072,0.060924075,0.0612954116,21,100
Market-Adjusted Model,89997,2023-03-10,-0.04783525,-0.029912624,-0.030113911,21,100
Market-Adjusted Model,89998,2023-03-10,-0.009382045,0.0092497589,0.008339295,21,100
Market-Adjusted Model,89999,2023-03-10,-0.063107003,-0.04631803,-0.045385663,21,100
Market-Adjusted Model,90000,2023-03-10,-0.102288882,-0.088392619,-0.084567542,21,100
Market-Adjusted Model,90001,2023-03-10,-0.064094752,-0.047752836,-0.046373412,21,100
Market-Adjusted Model,90002,2023-03-10,-0.009327038,0.0084613764,0.0083943021,21,100
Market-Adjusted Model,90003,2023-03-10,0.0295914166,0.0474046108,0.0473127562,21,100
Market-Adjusted Model,90004,2023-03-10,-0.049011418,-0.032487438,-0.031290078,21,100
Market-Adjusted Model,90005,2023-03-10,-0.085964144,-0.070729947,-0.068242804,21,100
Market-Adjusted Model,90012,2023-03-10,-0.149460706,-0.138137376,-0.131739367,21,100
Market-Adjusted Model,90029,2023-03-10,-0.084494032,-0.067276351,-0.066772693,21,100
Market-Adjusted Model,90031,2023-03-10,-0.046615711,0.0285526119,-0.028894372,21,100
Market-Adjusted Model,90037,2023-03-10,-0.116140598,-0.099836647,-0.098419258,21,100
Market-Adjusted Model,90038,2023-03-10,-0.115616583,-0.099945595,-0.097895243,21,100
Market-Adjusted Model,90041,2023-03-10,-0.118785915,-0.107774427,-0.101064575,21,100
Market-Adjusted Model,90042,2023-03-10,-0.15358379,-0.141572141,-0.13586245,21,100
Market-Adjusted Model,90047,2023-03-10,-0.054591967,-0.03852598,-0.036870627,21,100
Market-Adjusted Model,90050,2023-03-10,-0.050485948,-0.033566236,-0.032764608,21,100
Market-Adjusted Model,90056,2023-03-10,-0.118231293,-0.106749756,-0.100509953,21,100
Market-Adjusted Model,90057,2023-03-10,0.0107294924,0.0276476026,0.028450832,21,100
Market-Adjusted Model,90063,2023-03-10,-0.033766106,-0.015983894,-0.016044767,21,100
Market-Adjusted Model,90066,2023-03-10,-0.084580516,-0.070975695,-0.066859177,21,100
Market-Adjusted Model,90068,2023-03-10,-0.060123346,-0.044501868,-0.042402006,21,100
Market-Adjusted Model,90071,2023-03-10,-0.060280479,-0.038770184,-0.042559139,21,100
Market-Adjusted Model,90073,2023-03-10,-0.030190106,-0.012315491,-0.012468767,21,100
Market-Adjusted Model,90077,2023-03-10,-0.126574583,-0.112077533,-0.108853243,21,100
Market-Adjusted Model,90081,2023-03-10,-0.177453667,-0.157212732,-0.159732328,21,100
Market-Adjusted Model,90082,2023-03-10,-0.187572809,-0.179362555,-0.16985147,21,100
Market-Adjusted Model,90088,2023-03-10,-0.160194143,-0.151115927,-0.142472803,21,100
Market-Adjusted Model,90090,2023-03-10,-0.398004812,-0.422992171,-0.356244819,11,100
Market-Adjusted Model,90092,2023-03-10,-0.155770808,-0.147846451,-0.138049468,21,100
Market-Adjusted Model,90097,2023-03-10,-0.008653865,0.0112950612,0.0090674745,21,100
Market-Adjusted Model,90098,2023-03-10,-0.368908525,-0.418459994,-0.351187186,21,100
Market-Adjusted Model,90101,2023-03-10,-0.242424264,-0.235426505,-0.224702924,21,100
Market-Adjusted Model,90102,2023-03-10,-0.254690972,-0.266721557,-0.236969632,21,100
Market-Adjusted Model,90103,2023-03-10,-0.056070065,-0.040114619,-0.038348725,21,100
Market-Adjusted Model,90105,2023-03-10,-0.041315238,-0.024031337,-0.023593899,21,100
Market-Adjusted Model,90108,2023-03-10,-0.02922241,-0.011795108,-0.01150107,21,100
